Location,Latitude,Longitude,Additional notes,Historic notes
,-33.809592,151.253885,,
,-33.809419,151.254251,,
,-33.809139,151.254043,,
,-33.808883,151.253723,,
,-33.808369,151.254447,,
,-33.807976,151.255066,,
,-33.808211,151.25513,,
,-33.808393,151.255348,,
,-33.809773,151.25528,,
,-33.810064,151.255494,,
,-33.810341,151.256021,,
,-33.810727,151.257407,,
,-33.810636,151.257932,,
,-33.810114,151.258524,,
,-33.809982,151.259761,,
,-33.810972,151.259537,,
